TransactionID,CardID,TransactionDateTime,Location,Amount,Merchant,IsFraud
1400,10108,2025-07-24 23:24:00,Secunderabad,5059.24,Dominos,0
1401,10497,2025-07-25 18:48:00,Pune,21079.07,Dominos,0
1402,10117,2025-07-01 09:35:00,Ahmedabad,16538.02,Apple Store,0
1403,10068,2025-07-29 22:52:00,Hosur,4874.56,Dominos,0
1404,10235,2025-07-02 05:04:00,Parbhani,11103.97,Uber,0
1405,10367,2025-07-05 00:32:00,Jaunpur,9192.38,Apple Store,0
1406,10252,2025-07-27 15:21:00,Tezpur,11072.54,Swiggy,0
1407,10370,2025-07-07 14:47:00,Pali,34828.08,Flipkart,0
1408,10213,2025-07-19 00:35:00,Bellary,10840.69,Zomato,0
1409,10346,2025-07-24 20:10:00,Ongole,28774.51,Netflix,0
1410,10291,2025-07-11 11:44:00,Mango,35272.18,Dominos,0
1411,10076,2025-07-01 20:54:00,Moradabad,8299.45,Netflix,0
1412,10367,2025-07-09 22:32:00,Sultan Pur Majra,17338.89,Amazon,0
1413,10233,2025-07-14 09:59:00,Dibrugarh,4660.94,LuxuryStore,0
1414,10400,2025-07-23 10:22:00,Vadodara,16146.24,BigBazaar,0
1415,10186,2025-07-18 06:28:00,Pondicherry,25301.64,Apple Store,0
1416,10001,2025-07-19 22:16:00,Panipat,26462.34,Apple Store,0
1417,10041,2025-07-08 05:13:00,Morena,16888.83,Zomato,0
1418,10093,2025-07-22 08:45:00,Tiruchirappalli,46409.93,Netflix,0
1419,10056,2025-07-27 07:27:00,Hospet,42183.47,Flipkart,0
1420,10464,2025-07-03 05:41:00,Sangli-Miraj & Kupwad,19887.79,Netflix,0
1421,10379,2025-07-21 05:50:00,Eluru,25665.93,Dominos,0
1422,10221,2025-07-24 03:35:00,Tiruchirappalli,37478.12,Amazon,0
1423,10269,2025-07-08 02:19:00,Jaunpur,17527.44,Amazon,0
1424,10378,2025-07-07 09:11:00,Giridih,12092.42,LuxuryStore,0
1425,10404,2025-07-12 06:17:00,Imphal,17849.41,Uber,0
1426,10342,2025-07-18 16:47:00,Darbhanga,17012.88,LuxuryStore,0
1427,10191,2025-07-16 06:12:00,Pudukkottai,18462.65,Flipkart,1
1428,10086,2025-07-07 11:07:00,Coimbatore,38895.17,Flipkart,0
1429,10402,2025-07-28 01:56:00,Kulti,32144.27,BigBazaar,0
1430,10373,2025-07-06 02:08:00,Ramagundam,37566.57,Apple Store,0
1431,10079,2025-07-06 00:04:00,Ramagundam,40308.77,Zomato,0
1432,10316,2025-07-25 02:37:00,Morena,26373.87,Uber,0
1433,10265,2025-07-26 09:54:00,Kirari Suleman Nagar,23131.35,Zomato,0
1434,10018,2025-07-20 02:18:00,Sikar,29747.08,Flipkart,0
1435,10303,2025-07-15 18:49:00,Machilipatnam,12911.9,Apple Store,1
1436,10217,2025-07-07 00:28:00,Morbi,25625.56,Amazon,0
1437,10085,2025-07-17 16:15:00,Rajahmundry,15909.88,Apple Store,0
1438,10210,2025-07-06 15:11:00,Singrauli,49333.8,Dominos,0
1439,10060,2025-07-24 06:28:00,Vijayawada,40752.02,Uber,0
1440,10383,2025-07-08 08:23:00,Ajmer,39941.56,Dominos,0
1441,10062,2025-07-28 23:42:00,Bardhaman,2488.39,Swiggy,0
1442,10275,2025-07-18 11:35:00,Dhanbad,13541.64,LuxuryStore,0
1443,10027,2025-07-27 22:10:00,Bally,3072.91,Netflix,0
1444,10453,2025-07-11 02:43:00,Surat,27373.15,Flipkart,0
1445,10356,2025-07-28 07:18:00,Katihar,4935.6,Zomato,0
1446,10397,2025-07-25 03:07:00,Kota,10788.17,Apple Store,0
1447,10318,2025-07-08 14:10:00,Raiganj,9832.03,BigBazaar,0
1448,10080,2025-07-02 06:32:00,Amravati,18372.35,Amazon,0
1449,10229,2025-07-07 19:40:00,Panipat,21643.34,LuxuryStore,0
1450,10388,2025-07-05 05:38:00,Alwar,29480.03,LuxuryStore,0
1451,10156,2025-07-09 06:01:00,Morbi,30951.28,Amazon,0
1452,10451,2025-07-21 15:14:00,Secunderabad,29221.26,Flipkart,0
1453,10178,2025-07-08 14:12:00,Pali,28761.18,Flipkart,0
1454,10191,2025-07-24 13:19:00,Imphal,24579.61,Netflix,0
1455,10472,2025-07-21 18:45:00,Dhule,41592.72,Dominos,0
1456,10139,2025-07-01 11:26:00,Bally,38937.26,Flipkart,0
1457,10391,2025-07-18 11:49:00,Bhagalpur,2948.72,BigBazaar,0
1458,10161,2025-07-25 10:57:00,Amroha,40747.78,Zomato,0
1459,10126,2025-07-21 20:36:00,Jamshedpur,15683.05,Amazon,1
1460,10202,2025-07-27 03:48:00,Nashik,35821.31,Zomato,1
1461,10282,2025-07-09 08:18:00,Kulti,9944.91,Uber,0
1462,10364,2025-07-12 05:24:00,Bhagalpur,17818.91,Apple Store,0
1463,10152,2025-07-06 02:37:00,Jamnagar,4678.52,Apple Store,1
1464,10160,2025-07-07 15:04:00,Ludhiana,7280.21,Apple Store,0
1465,10366,2025-07-16 10:29:00,Amravati,2005.55,Flipkart,0
1466,10425,2025-07-17 15:03:00,Buxar,22808.99,Netflix,0
1467,10468,2025-07-23 00:54:00,Raipur,27385.22,BigBazaar,0
1468,10451,2025-07-09 01:27:00,Parbhani,26548.21,Uber,0
1469,10476,2025-07-07 07:41:00,Rourkela,24119.28,Flipkart,0
1470,10050,2025-07-07 06:28:00,Gudivada,6484.51,Apple Store,0
1471,10018,2025-07-31 03:21:00,Singrauli,45553.56,Zomato,0
1472,10125,2025-07-20 08:53:00,Imphal,40790.79,Flipkart,0
1473,10145,2025-07-19 17:10:00,Surendranagar Dudhrej,19386.23,Zomato,0
1474,10034,2025-07-08 16:21:00,Dhule,43046.8,BigBazaar,0
1475,10487,2025-07-15 08:20:00,Dindigul,43494.28,Netflix,1
1476,10231,2025-07-17 20:39:00,Ahmedabad,17860.16,Flipkart,0
1477,10346,2025-07-19 15:41:00,Bhubaneswar,31989.93,Zomato,0
1478,10407,2025-07-20 22:17:00,Mathura,12732.63,Zomato,0
1479,10199,2025-07-17 05:19:00,Hazaribagh,16245.63,Netflix,0
1480,10038,2025-07-23 19:16:00,Hazaribagh,39049.19,LuxuryStore,0
1481,10279,2025-07-09 08:51:00,Maheshtala,37669.89,Amazon,0
1482,10496,2025-07-22 01:11:00,Morbi,19213.69,Flipkart,0
1483,10059,2025-07-01 18:00:00,Mathura,18619.87,Apple Store,0
1484,10134,2025-07-14 08:17:00,Bhagalpur,2805.1,Netflix,0
1485,10126,2025-07-19 23:31:00,Shimoga,47640.3,Dominos,0
1486,10487,2025-07-12 20:43:00,Eluru,37746.57,Netflix,0
1487,10476,2025-07-22 23:15:00,Ambarnath,8539.69,Dominos,0
1488,10372,2025-07-25 10:25:00,Panchkula,4688.45,Amazon,0
1489,10049,2025-07-13 20:28:00,Uluberia,4689.36,Dominos,1
1490,10401,2025-07-29 21:42:00,Mysore,12175.67,Swiggy,0
1491,10240,2025-07-21 18:43:00,Gulbarga,6446.69,Zomato,0
1492,10311,2025-07-06 05:14:00,Indore,7920.05,Swiggy,0
1493,10148,2025-07-18 00:08:00,Etawah,23290.67,Uber,0
1494,10492,2025-07-18 23:11:00,Sikar,46161.85,BigBazaar,0
1495,10415,2025-07-27 13:17:00,Delhi,6751.58,Dominos,0
1496,10308,2025-07-11 07:33:00,Hindupur,28354.13,Dominos,0
1497,10212,2025-07-02 07:53:00,Agartala,49802.47,LuxuryStore,0
1498,10458,2025-07-06 02:56:00,Secunderabad,34791.64,Flipkart,0
1499,10313,2025-07-25 09:32:00,Unnao,15654.49,Apple Store,0
1500,10137,2025-07-05 03:07:00,Berhampur,32269.83,Swiggy,0
1501,10116,2025-07-10 23:51:00,Karaikudi,12175.64,LuxuryStore,0
1502,10195,2025-07-16 22:45:00,Rajahmundry,36661.63,Swiggy,0
1503,10151,2025-07-13 20:51:00,Sangli-Miraj & Kupwad,25807.82,LuxuryStore,0
1504,10461,2025-07-29 06:38:00,Kota,6526.83,Dominos,0
1505,10319,2025-07-16 05:22:00,Amaravati,10543.8,Dominos,0
1506,10396,2025-07-06 03:40:00,Surendranagar Dudhrej,21887.87,LuxuryStore,0
1507,10402,2025-07-08 16:52:00,Belgaum,45100.09,Netflix,0
1508,10357,2025-07-15 13:36:00,Buxar,35921.65,LuxuryStore,0
1509,10173,2025-07-19 07:37:00,Alappuzha,12662.81,BigBazaar,0
1510,10243,2025-07-30 18:33:00,Kulti,38643.06,Flipkart,0
1511,10414,2025-07-11 09:09:00,Faridabad,22003.12,Uber,0
1512,10337,2025-07-21 00:26:00,Chandrapur,18340.86,Apple Store,0
1513,10490,2025-07-08 10:54:00,Tirunelveli,40046.49,Swiggy,0
1514,10161,2025-07-08 00:29:00,Hosur,16749.99,Apple Store,0
1515,10348,2025-07-05 14:12:00,Jhansi,6297.81,Amazon,0
1516,10236,2025-07-17 10:05:00,Khammam,43731.94,Amazon,0
1517,10250,2025-07-14 22:09:00,Haldia,24273.02,Swiggy,0
1518,10002,2025-07-08 17:22:00,Mathura,8092.41,Zomato,0
1519,10273,2025-07-03 16:06:00,Bettiah,5588.75,Apple Store,0
1520,10222,2025-07-06 14:37:00,Panipat,49139.09,LuxuryStore,0
1521,10392,2025-07-24 11:33:00,Hospet,45597.13,Flipkart,0
1522,10477,2025-07-30 15:03:00,Kavali,30458.68,Flipkart,0
1523,10027,2025-07-15 07:44:00,Pudukkottai,37802.09,LuxuryStore,0
1524,10399,2025-07-08 14:56:00,Serampore,15498.1,Flipkart,0
1525,10477,2025-07-15 12:16:00,Nagercoil,385.33,Amazon,0
1526,10387,2025-07-09 01:40:00,Haldia,325.44,LuxuryStore,0
1527,10270,2025-07-29 23:48:00,Secunderabad,8478.43,LuxuryStore,0
1528,10239,2025-07-29 17:43:00,Surendranagar Dudhrej,19646.86,Zomato,0
1529,10362,2025-07-26 11:42:00,Chandrapur,32137.0,LuxuryStore,0
1530,10471,2025-07-10 19:31:00,Panipat,20537.17,Uber,0
1531,10064,2025-07-28 15:33:00,Madanapalle,48649.59,Amazon,0
1532,10310,2025-07-03 01:01:00,Bongaigaon,10308.24,Dominos,1
1533,10278,2025-07-03 15:10:00,Alwar,31518.29,Zomato,1
1534,10420,2025-07-07 17:15:00,Katni,18458.03,Flipkart,0
1535,10326,2025-07-11 02:28:00,Sikar,8804.02,Netflix,0
1536,10001,2025-07-18 01:18:00,Bangalore,22959.66,Zomato,0
1537,10167,2025-07-16 20:57:00,Durgapur,45594.79,LuxuryStore,0
1538,10077,2025-07-08 08:55:00,Kulti,12795.66,Netflix,0
1539,10405,2025-07-10 00:18:00,Kharagpur,15252.24,Amazon,0
1540,10291,2025-07-15 20:22:00,Dindigul,15694.91,Swiggy,0
1541,10089,2025-07-12 09:50:00,Delhi,30588.14,Dominos,0
1542,10470,2025-07-15 20:04:00,Ongole,9589.67,Swiggy,0
1543,10341,2025-07-20 12:20:00,Solapur,2064.47,Zomato,0
1544,10010,2025-07-05 14:34:00,Kalyan-Dombivli,10424.6,Amazon,0
1545,10318,2025-07-05 00:55:00,Narasaraopet,24945.24,Zomato,0
1546,10006,2025-07-19 20:24:00,Bally,25460.89,Apple Store,0
1547,10281,2025-07-24 13:20:00,Panchkula,47645.39,Uber,0
1548,10001,2025-07-01 11:26:00,Jamalpur,43914.97,Dominos,0
1549,10474,2025-07-07 06:47:00,Mahbubnagar,16131.25,BigBazaar,0
1550,10044,2025-07-10 12:01:00,Haldia,10565.35,Uber,0
1551,10495,2025-07-16 02:56:00,Ramgarh,9126.38,Swiggy,0
1552,10467,2025-07-13 17:30:00,Meerut,14666.81,Amazon,0
1553,10046,2025-07-18 09:11:00,Khandwa,49826.7,BigBazaar,0
1554,10246,2025-07-21 23:37:00,Tirunelveli,17909.49,Netflix,0
1555,10080,2025-07-20 00:17:00,Chennai,13420.92,Uber,0
1556,10167,2025-07-27 01:38:00,Hospet,6061.15,BigBazaar,0
1557,10235,2025-07-09 18:25:00,Ramgarh,2929.05,Swiggy,0
1558,10209,2025-07-23 14:24:00,Tirunelveli,31973.93,Zomato,0
1559,10185,2025-07-25 20:32:00,Naihati,7016.44,LuxuryStore,0
1560,10318,2025-07-20 17:12:00,Panchkula,48215.98,Swiggy,0
1561,10455,2025-07-16 15:07:00,Ajmer,14933.92,BigBazaar,0
1562,10270,2025-07-03 15:08:00,Pune,23681.17,Zomato,0
1563,10032,2025-07-07 16:34:00,Ambarnath,10742.74,Apple Store,0
1564,10378,2025-07-29 08:50:00,Surendranagar Dudhrej,49960.2,LuxuryStore,0
1565,10185,2025-07-20 10:35:00,Jalandhar,39934.73,Zomato,1
1566,10125,2025-07-22 04:28:00,Yamunanagar,9416.34,Flipkart,0
1567,10376,2025-07-09 19:48:00,Guwahati,21555.32,Amazon,0
1568,10188,2025-07-06 02:03:00,Mumbai,34564.43,Flipkart,0
1569,10322,2025-07-13 08:25:00,Patiala,2829.29,Dominos,0
1570,10424,2025-07-03 04:10:00,Ahmedabad,22004.33,Zomato,0
1571,10066,2025-07-06 19:39:00,Rajpur Sonarpur,45175.62,Netflix,0
1572,10285,2025-07-04 16:08:00,Bongaigaon,33795.42,Zomato,0
1573,10282,2025-07-28 20:18:00,Satna,48585.26,Netflix,0
1574,10295,2025-07-02 14:47:00,Kavali,49805.53,Flipkart,0
1575,10395,2025-07-05 15:31:00,Ajmer,10060.04,Swiggy,0
1576,10034,2025-07-09 23:00:00,Faridabad,24703.4,BigBazaar,0
1577,10426,2025-07-02 19:07:00,Asansol,8921.99,Zomato,0
1578,10130,2025-07-20 11:11:00,Parbhani,14329.64,Amazon,0
1579,10134,2025-07-09 05:01:00,Indore,40054.67,Amazon,0
1580,10410,2025-07-20 15:08:00,Tiruchirappalli,4231.33,Dominos,0
1581,10156,2025-07-19 17:10:00,Sagar,42850.0,Uber,0
1582,10226,2025-07-08 19:17:00,Pune,20156.82,Dominos,0
1583,10388,2025-07-26 12:22:00,Junagadh,6765.89,Apple Store,0
1584,10493,2025-07-20 23:06:00,Jamshedpur,31275.69,Dominos,0
1585,10089,2025-07-28 18:28:00,Bongaigaon,29788.96,LuxuryStore,0
1586,10089,2025-07-18 13:11:00,Deoghar,43377.86,Swiggy,0
1587,10430,2025-07-16 22:28:00,Jalandhar,5913.4,Apple Store,1
1588,10178,2025-07-02 19:19:00,Lucknow,1855.62,Flipkart,1
1589,10039,2025-07-17 12:49:00,Amravati,47102.88,Dominos,0
1590,10455,2025-07-01 23:56:00,Chennai,15702.94,Apple Store,0
1591,10252,2025-07-20 16:45:00,Maheshtala,33774.27,Netflix,0
1592,10240,2025-07-19 12:32:00,Coimbatore,25470.37,Netflix,0
1593,10441,2025-07-24 12:22:00,Ambattur,40278.01,Dominos,0
1594,10355,2025-07-31 07:18:00,Rajahmundry,44240.49,BigBazaar,0
1595,10403,2025-07-02 11:27:00,Gorakhpur,49882.42,Dominos,0
1596,10444,2025-07-14 22:17:00,Katihar,24807.44,Zomato,1
1597,10331,2025-07-03 02:51:00,Firozabad,46705.78,Amazon,1
1598,10416,2025-07-02 09:05:00,Tumkur,33498.07,Amazon,0
1599,10426,2025-07-21 08:06:00,Ajmer,42528.77,Dominos,0
1600,10300,2025-07-18 06:32:00,Akola,2551.45,Flipkart,0
1601,10379,2025-07-27 06:36:00,Bally,46513.48,LuxuryStore,0
1602,10234,2025-07-26 00:00:00,Sagar,17430.07,Swiggy,0
1603,10209,2025-07-04 14:43:00,Jamalpur,375.85,Flipkart,0
1604,10052,2025-07-14 13:02:00,Dhule,33098.34,LuxuryStore,0
1605,10137,2025-07-24 18:11:00,Hospet,3820.87,Swiggy,0
1606,10009,2025-07-04 09:05:00,Ambala,1961.04,Uber,1
1607,10410,2025-07-19 19:27:00,Khora ,30208.11,Netflix,0
1608,10384,2025-07-09 20:56:00,Nagpur,49175.52,Apple Store,0
1609,10287,2025-07-09 07:24:00,Agartala,47078.63,Swiggy,0
1610,10434,2025-07-13 03:29:00,Bhiwandi,22261.55,Zomato,0
1611,10415,2025-07-25 21:00:00,Bongaigaon,33789.18,Flipkart,0
1612,10014,2025-07-24 08:43:00,Katihar,3288.59,BigBazaar,0
1613,10159,2025-07-19 19:00:00,Alappuzha,26204.97,Dominos,0
1614,10242,2025-07-10 06:07:00,Guntakal,15294.72,Swiggy,1
1615,10335,2025-07-28 14:12:00,Nizamabad,29117.07,Apple Store,0
1616,10267,2025-07-09 17:49:00,Agartala,554.46,Apple Store,0
1617,10028,2025-07-20 21:43:00,Kollam,33536.39,Uber,0
1618,10073,2025-07-17 14:13:00,Morena,23887.67,Dominos,0
1619,10264,2025-07-11 18:45:00,Amaravati,29425.87,BigBazaar,1
1620,10017,2025-07-29 12:25:00,Phagwara,23957.88,Swiggy,0
1621,10176,2025-07-30 00:18:00,Tadipatri,2045.73,Amazon,0
1622,10251,2025-07-26 09:17:00,Solapur,29137.9,Amazon,0
1623,10172,2025-07-28 00:54:00,Secunderabad,31998.55,Dominos,0
1624,10345,2025-07-15 23:48:00,Tumkur,19465.14,Swiggy,0
1625,10122,2025-07-08 12:30:00,Unnao,34423.95,BigBazaar,0
1626,10474,2025-07-31 01:16:00,Shivpuri,14453.6,Amazon,0
1627,10111,2025-07-12 00:22:00,Rourkela,39660.59,Netflix,0
1628,10382,2025-07-07 05:14:00,Bilaspur,28068.32,Uber,1
1629,10223,2025-07-12 06:06:00,Nagpur,29869.28,Zomato,0
1630,10296,2025-07-27 06:07:00,Nagpur,12236.82,Netflix,0
1631,10415,2025-07-04 05:02:00,Motihari,46936.2,LuxuryStore,0
1632,10292,2025-07-06 07:36:00,Hospet,24787.82,Amazon,1
1633,10462,2025-07-16 23:44:00,Tezpur,35525.91,Swiggy,1
1634,10038,2025-07-22 08:38:00,Madurai,49157.55,Netflix,0
1635,10421,2025-07-05 11:00:00,Raurkela Industrial Township,15126.12,LuxuryStore,0
1636,10454,2025-07-24 14:54:00,Katni,48118.4,BigBazaar,0
1637,10238,2025-07-05 12:27:00,Bhilwara,44887.4,BigBazaar,0
1638,10406,2025-07-10 19:15:00,Guwahati,46468.74,Apple Store,0
1639,10094,2025-07-12 02:18:00,Sambhal,40983.01,Apple Store,0
1640,10462,2025-07-06 01:51:00,Tiruchirappalli,47205.67,Uber,0
1641,10001,2025-07-22 14:46:00,South Dumdum,28655.1,Amazon,0
1642,10038,2025-07-09 05:50:00,Bhubaneswar,27041.96,Dominos,0
1643,10249,2025-07-25 15:50:00,Pali,38129.28,Apple Store,0
1644,10475,2025-07-15 22:51:00,Baranagar,39557.99,Zomato,0
1645,10334,2025-07-21 02:41:00,Bhilwara,33376.8,Netflix,1
1646,10174,2025-07-08 12:03:00,Karawal Nagar,46004.6,Netflix,0
1647,10005,2025-07-11 00:10:00,Secunderabad,47467.68,BigBazaar,0
1648,10030,2025-07-16 11:18:00,Solapur,47320.01,Apple Store,0
1649,10139,2025-07-07 01:38:00,Asansol,38909.74,BigBazaar,0
1650,10154,2025-07-24 19:52:00,Tirunelveli,34836.79,Amazon,0
1651,10179,2025-07-22 00:29:00,Pondicherry,47813.84,LuxuryStore,0
1652,10396,2025-07-29 10:32:00,Panchkula,951.84,BigBazaar,0
1653,10145,2025-07-13 13:26:00,Bhagalpur,45666.33,Swiggy,0
1654,10203,2025-07-09 16:29:00,Noida,45960.8,Netflix,1
1655,10482,2025-07-08 12:22:00,Ajmer,43690.83,Apple Store,0
1656,10059,2025-07-29 04:33:00,New Delhi,16890.19,Dominos,0
1657,10055,2025-07-03 15:43:00,Uluberia,4882.13,Flipkart,0
1658,10365,2025-07-19 19:03:00,Lucknow,26360.85,Uber,0
1659,10429,2025-07-21 04:44:00,Vasai-Virar,26370.71,Zomato,0
1660,10317,2025-07-07 16:38:00,Tirunelveli,19742.78,Zomato,0
1661,10027,2025-07-17 09:11:00,Raiganj,26725.01,Netflix,0
1662,10308,2025-07-21 17:02:00,Rajahmundry,42978.61,Amazon,0
1663,10215,2025-07-08 05:33:00,Solapur,28421.89,Apple Store,1
1664,10363,2025-07-21 08:41:00,Chennai,43744.06,Swiggy,0
1665,10011,2025-07-29 20:20:00,Howrah,15006.92,LuxuryStore,1
1666,10003,2025-07-26 21:02:00,Mahbubnagar,24256.68,Uber,0
1667,10216,2025-07-19 06:03:00,Vijayawada,32387.36,Dominos,0
1668,10414,2025-07-15 02:27:00,Aurangabad,10080.93,Netflix,1
1669,10346,2025-07-03 14:27:00,Sikar,1871.29,Apple Store,0
1670,10175,2025-07-25 03:42:00,Aligarh,12145.52,Dominos,0
1671,10265,2025-07-23 14:23:00,Machilipatnam,35972.92,BigBazaar,0
1672,10453,2025-07-04 21:41:00,Jalandhar,33042.6,Netflix,0
1673,10428,2025-07-24 22:06:00,Secunderabad,19889.99,Zomato,0
1674,10331,2025-07-01 18:10:00,Pali,9853.7,Apple Store,0
1675,10374,2025-07-19 04:23:00,Panchkula,9225.68,Swiggy,1
1676,10188,2025-07-15 06:38:00,Secunderabad,37911.66,Dominos,0
1677,10366,2025-07-14 14:20:00,Guntakal,42986.99,Uber,0
1678,10128,2025-07-28 21:01:00,Asansol,11837.66,Apple Store,0
1679,10424,2025-07-14 11:34:00,Hyderabad,16505.82,Apple Store,0
1680,10199,2025-07-13 19:36:00,Navi Mumbai,33056.56,Zomato,0
1681,10165,2025-07-03 17:47:00,Cuttack,42279.41,Uber,0
1682,10021,2025-07-09 03:07:00,Panihati,20484.11,Amazon,0
1683,10412,2025-07-01 14:17:00,Saharsa,40605.47,Swiggy,0
1684,10075,2025-07-02 14:52:00,Parbhani,33937.9,Flipkart,0
1685,10354,2025-07-09 01:30:00,Bhilai,27213.6,Uber,0
1686,10278,2025-07-04 13:23:00,Kharagpur,32502.84,Netflix,0
1687,10067,2025-07-09 14:52:00,Gaya,44851.48,LuxuryStore,0
1688,10424,2025-07-24 01:23:00,Kirari Suleman Nagar,20637.8,Dominos,0
1689,10432,2025-07-05 17:14:00,Eluru,37974.25,Swiggy,0
1690,10045,2025-07-03 14:10:00,Bangalore,8564.93,Amazon,0
1691,10321,2025-07-10 23:45:00,Vasai-Virar,42725.86,Swiggy,0
1692,10386,2025-07-14 18:51:00,Bhiwani,40516.72,Apple Store,0
1693,10158,2025-07-11 21:29:00,Udupi,37660.68,Amazon,0
1694,10432,2025-07-29 16:50:00,Raurkela Industrial Township,22059.05,Uber,0
1695,10131,2025-07-18 14:10:00,Bhagalpur,41888.93,BigBazaar,0
1696,10346,2025-07-02 14:01:00,Mahbubnagar,33548.86,Zomato,0
1697,10047,2025-07-14 06:29:00,Ghaziabad,32577.47,BigBazaar,0
1698,10188,2025-07-14 23:32:00,Satara,22003.32,Swiggy,0
1699,10341,2025-07-13 00:13:00,Mathura,26194.75,LuxuryStore,0
1700,10268,2025-07-22 14:13:00,Maheshtala,38878.2,Flipkart,0
1701,10232,2025-07-02 01:14:00,Unnao,48195.36,Dominos,0
1702,10135,2025-07-01 08:29:00,Vijayawada,7538.51,Flipkart,0
1703,10081,2025-07-18 14:25:00,Hospet,25037.53,Zomato,0
1704,10347,2025-07-06 00:03:00,Bilaspur,28270.03,Amazon,0
1705,10294,2025-07-28 07:00:00,Morena,23332.62,Dominos,0
1706,10020,2025-07-17 22:21:00,Katni,26544.57,Swiggy,0
1707,10140,2025-07-02 08:30:00,Satna,37794.17,Uber,0
1708,10289,2025-07-16 02:49:00,Dindigul,47922.46,Uber,0
1709,10118,2025-07-10 16:37:00,Nashik,36535.51,Flipkart,1
1710,10363,2025-07-30 09:55:00,Chennai,16422.12,Apple Store,0
1711,10202,2025-07-21 22:09:00,Sultan Pur Majra,30171.57,Netflix,0
1712,10354,2025-07-24 00:59:00,Nellore,49185.26,LuxuryStore,0
1713,10179,2025-07-19 23:49:00,Nashik,24309.1,Apple Store,0
1714,10001,2025-07-17 00:44:00,Junagadh,27480.65,Dominos,0
1715,10127,2025-07-10 03:34:00,Howrah,35855.22,Zomato,0
1716,10373,2025-07-06 07:51:00,Pimpri-Chinchwad,44470.06,Zomato,0
1717,10069,2025-07-11 09:08:00,Bijapur,25921.72,LuxuryStore,0
1718,10121,2025-07-11 16:15:00,Begusarai,14780.62,Zomato,0
1719,10102,2025-07-20 17:03:00,Kamarhati,27686.01,BigBazaar,0
1720,10366,2025-07-08 14:41:00,Hapur,34828.09,Flipkart,1
1721,10467,2025-07-27 17:59:00,Nagpur,29704.67,Amazon,0
1722,10272,2025-07-12 11:57:00,Farrukhabad,49033.16,Dominos,0
1723,10115,2025-07-11 09:03:00,Karawal Nagar,4554.93,Apple Store,0
1724,10144,2025-07-05 10:05:00,Solapur,41026.61,Apple Store,0
1725,10181,2025-07-12 14:06:00,Vadodara,29123.81,Swiggy,0
1726,10273,2025-07-25 10:51:00,Deoghar,1164.58,Swiggy,0
1727,10017,2025-07-22 10:31:00,Kharagpur,23916.8,Swiggy,0
1728,10453,2025-07-15 21:38:00,Parbhani,29977.9,LuxuryStore,0
1729,10146,2025-07-23 12:34:00,Madhyamgram,12253.43,Zomato,0
1730,10495,2025-07-26 22:21:00,Nagpur,39995.63,LuxuryStore,0
1731,10016,2025-07-21 23:23:00,Jamshedpur,32443.14,LuxuryStore,0
1732,10336,2025-07-01 08:32:00,Tumkur,13420.71,Netflix,0
1733,10481,2025-07-13 07:16:00,Katihar,48827.09,Swiggy,0
1734,10206,2025-07-09 01:46:00,Pune,990.78,Dominos,0
1735,10372,2025-07-26 18:59:00,Secunderabad,36950.22,Uber,0
1736,10359,2025-07-28 05:52:00,Gangtok,19603.66,Zomato,0
1737,10486,2025-07-12 22:28:00,Panihati,44700.54,Swiggy,0
1738,10137,2025-07-25 00:05:00,Nizamabad,40077.17,Uber,0
1739,10102,2025-07-04 23:21:00,Surat,49956.27,BigBazaar,0
1740,10350,2025-07-03 14:37:00,Yamunanagar,33902.98,Uber,0
1741,10121,2025-07-23 15:32:00,Bhagalpur,35667.94,Flipkart,0
1742,10221,2025-07-12 03:07:00,Pune,10195.7,Apple Store,0
1743,10008,2025-07-17 19:13:00,Anand,19715.31,Dominos,0
1744,10218,2025-07-30 15:56:00,Pune,36984.21,BigBazaar,0
1745,10021,2025-07-03 14:18:00,Kulti,7061.27,BigBazaar,0
1746,10321,2025-07-13 19:15:00,Berhampur,30517.77,Uber,0
1747,10418,2025-07-16 02:00:00,Uluberia,22668.03,Uber,0
1748,10029,2025-07-14 01:33:00,Coimbatore,23526.21,Netflix,0
1749,10144,2025-07-20 12:14:00,Surat,8790.89,Uber,0
1750,10047,2025-07-09 13:39:00,Adoni,12237.4,Amazon,0
1751,10216,2025-07-22 08:14:00,Thiruvananthapuram,2039.92,Apple Store,0
1752,10379,2025-07-30 15:06:00,Raichur,20705.94,LuxuryStore,0
1753,10304,2025-07-02 00:12:00,Sangli-Miraj & Kupwad,49106.03,Dominos,0
1754,10497,2025-07-12 10:21:00,Raipur,1781.95,BigBazaar,1
1755,10323,2025-07-26 22:51:00,Anand,16479.0,BigBazaar,0
1756,10122,2025-07-09 16:09:00,Moradabad,27942.43,Netflix,0
1757,10120,2025-07-14 15:53:00,Siwan,23351.43,Zomato,1
1758,10422,2025-07-17 07:08:00,Kanpur,37232.23,Apple Store,0
1759,10327,2025-07-29 22:08:00,Malegaon,489.39,Flipkart,1
1760,10426,2025-07-03 18:51:00,Jalandhar,45779.11,Amazon,0
1761,10355,2025-07-14 15:52:00,Kottayam,47223.33,Zomato,0
1762,10417,2025-07-12 09:37:00,Panchkula,6293.25,Dominos,0
1763,10133,2025-07-15 11:38:00,Jaunpur,8839.48,BigBazaar,0
1764,10012,2025-07-15 14:01:00,Bettiah,1383.07,Apple Store,0
1765,10346,2025-07-21 08:48:00,Kolkata,27148.57,Zomato,0
1766,10084,2025-07-24 09:27:00,Thrissur,640.92,Swiggy,0
